,names_to_use,GS,genus,phylum,class,order,family,Life_style,trophicMode
3476,Termitomyces bulborhizus,77.55,Termitomyces,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,NA,NA
3477,Termitomyces eurrhizus,85.89,Termitomyces,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,NA,NA
3478,Termitomyces heimii,56.87,Termitomyces,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,NA,NA
3479,Termitomyces titanicus,67.66,Termitomyces,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,NA,NA
3480,Testicularia cyperi,20.78,Testicularia,Basidiomycota,Ustilaginomycetes,Ustilaginales,Anthracoideaceae,NA,NA
3481,Tetrapisispora blattae,14.05,Tetrapisispora,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
3482,Tetrapisispora fleetii,12.24,Tetrapisispora,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
3483,Tetrapisispora iriomotensis,12.06,Tetrapisispora,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
3484,Tetrapisispora phaffii,12.12,Tetrapisispora,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
3485,Tetrapyrgos nigripes,99.14,Tetrapyrgos,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,NA,NA
3486,Teunomyces cretensis,11.23,Teunomyces,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
3487,Teunomyces gatunensis,10.89,Teunomyces,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
3488,Teunomyces kruisii,12.78,Teunomyces,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
3489,Thamnidium elegans,32.6,Thamnidium,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,NA,NA
3490,Thamnidium elegans,32.6,Thamnidium,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,NA,NA
3491,Thecaphora thlaspeos,20.51,Thecaphora,Basidiomycota,Ustilaginomycetes,Urocystidales,Glomosporiaceae,NA,NA
3492,Thelebolus globosus,28.15,Thelebolus,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,NA,NA
3493,Thelebolus microsporus,27.34,Thelebolus,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,NA,NA
3494,Thelebolus stercoreus,26.09,Thelebolus,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,AFree living,Saprotroph
3495,Thelephora aurantiotincta,29.41,Thelephora,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA
3496,Thelephora ganbajun,36.34,Thelephora,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA
3497,Thelephora terrestris,40.73,Thelephora,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Obligate association,Symbiotroph
3498,Thelonectria olida,52.86,Thelonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Plant,Patotroph
3499,Thelonectria rubi,44.62,Thelonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Facultative association,Patotroph
3500,Thelonectria rubi,44.62,Thelonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Facultative association,Patotroph
3501,Thelonectria rubi,44.62,Thelonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Facultative association,Patotroph
3502,Thelonectria rubi,44.62,Thelonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Facultative association,Patotroph
3503,Thelonectria rubi,44.62,Thelonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Facultative association,Patotroph
3504,Thermoascus aurantiacus,28.49,Thermoascus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,AFree living,Saprotroph
3505,Thermoascus crustaceus,31.64,Thermoascus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
3506,Thermoascus crustaceus,31.64,Thermoascus,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
3507,Thermomyces lanuginosus,19.16,Thermomyces,Ascomycota,Eurotiomycetes,Eurotiales,Not assigned,Plant,Pathotroph-Symbiotroph
3508,Thermothelomyces thermophilus,38.74,Thermothelomyces,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA
3509,Thermothelomyces thermophilus,38.74,Thermothelomyces,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA
3510,Thielaviopsis cerberus,28.61,Thielaviopsis,Ascomycota,Sordariomycetes,Microascales,Ceratocystidaceae,NA,NA
3511,Thielaviopsis cerberus,28.61,Thielaviopsis,Ascomycota,Sordariomycetes,Microascales,Ceratocystidaceae,NA,NA
3512,Thielaviopsis cerberus,28.61,Thielaviopsis,Ascomycota,Sordariomycetes,Microascales,Ceratocystidaceae,NA,NA
3513,Thielaviopsis ethacetica,29.47,Thielaviopsis,Ascomycota,Sordariomycetes,Microascales,Ceratocystidaceae,NA,NA
3514,Thielaviopsis musarum,28.42,Thielaviopsis,Ascomycota,Sordariomycetes,Microascales,Ceratocystidaceae,NA,NA
3515,Thielaviopsis radicicola,28.04,Thielaviopsis,Ascomycota,Sordariomycetes,Microascales,Ceratocystidaceae,NA,NA
3516,Thielaviopsis radicicola,28.04,Thielaviopsis,Ascomycota,Sordariomycetes,Microascales,Ceratocystidaceae,NA,NA
3517,Thielaviopsis radicicola,28.04,Thielaviopsis,Ascomycota,Sordariomycetes,Microascales,Ceratocystidaceae,NA,NA
3518,Tilletia barclayana,20.11,Tilletia,Basidiomycota,Exobasidiomycetes,Tilletiales,Tilletiaceae,NA,NA
3519,Tilletia caries,30.76,Tilletia,Basidiomycota,Exobasidiomycetes,Tilletiales,Tilletiaceae,NA,NA
3520,Tilletia controversa,29.03,Tilletia,Basidiomycota,Exobasidiomycetes,Tilletiales,Tilletiaceae,NA,NA
3521,Tilletia indica,31.73,Tilletia,Basidiomycota,Exobasidiomycetes,Tilletiales,Tilletiaceae,NA,NA
3522,Tilletia laevis,28.53,Tilletia,Basidiomycota,Exobasidiomycetes,Tilletiales,Tilletiaceae,NA,NA
3523,Tilletia walkeri,24.2,Tilletia,Basidiomycota,Exobasidiomycetes,Tilletiales,Tilletiaceae,NA,NA
3524,Tilletiaria anomala,18.7,Tilletiaria,Basidiomycota,Exobasidiomycetes,Georgefischeriales,Tilletiariaceae,Plant,Pathotroph
3525,Tilletiaria anomala,18.7,Tilletiaria,Basidiomycota,Exobasidiomycetes,Georgefischeriales,Tilletiariaceae,Plant,Pathotroph
3526,Tilletiaria anomala,18.7,Tilletiaria,Basidiomycota,Exobasidiomycetes,Georgefischeriales,Tilletiariaceae,Plant,Pathotroph
3527,Tilletiaria anomala,18.7,Tilletiaria,Basidiomycota,Exobasidiomycetes,Georgefischeriales,Tilletiariaceae,Plant,Pathotroph
3528,Tilletiopsis washingtonensis,18.76,Tilletiopsis,Basidiomycota,Exobasidiomycetes,Not assigned,Not assigned,NA,NA
3529,Tilletiopsis washingtonensis,18.76,Tilletiopsis,Basidiomycota,Exobasidiomycetes,Not assigned,Not assigned,NA,NA
3530,Tilletiopsis washingtonensis,18.76,Tilletiopsis,Basidiomycota,Exobasidiomycetes,Not assigned,Not assigned,NA,NA
3531,Tinctoporellus epimiltinus,46.18,Tinctoporellus,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,NA,NA
3532,Tirmania nivea,63.13,Tirmania,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,NA,NA
3533,Tolypocladium capitatum,22.99,Tolypocladium,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,NA,NA
3534,Tolypocladium guangdongense,29.05,Tolypocladium,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,NA,NA
3535,Tolypocladium inflatum,30.58,Tolypocladium,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,NA,NA
3536,Tolypocladium ophioglossoides,21.62666667,Tolypocladium,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,NA,Pathotroph
3537,Tolypocladium paradoxum,27.61,Tolypocladium,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,NA,NA
3538,Torpedospora radiata,33.2,Torpedospora,Ascomycota,Sordariomycetes,Torpedosporales,Torpedosporaceae,NA,NA
3539,Torrubiella hemipterigena,28.48,Torrubiella,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,NA,NA
3540,Torulaspora globosa,9.28,Torulaspora,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
3541,Torulaspora maleeae,9.25,Torulaspora,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
3542,Torulaspora pretoriensis,9.64,Torulaspora,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
3543,Tothia fuscella,36.78,Tothia,Ascomycota,Dothideomycetes,Microthyriales,Microthyriaceae,AFree living,Saprotroph
3544,Trametes cingulata,35,Trametes,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,NA,NA
3545,Trametes cingulata,35,Trametes,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,NA,NA
3546,Trametes coccinea,32.28,Trametes,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,NA,NA
3547,Trametes coccinea,32.28,Trametes,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,NA,NA
3548,Trametes elegans,33.2,Trametes,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,NA,NA
3549,Trametes gibbosa,33.11,Trametes,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,NA,NA
3550,Trametes hirsuta,37.43,Trametes,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Facultative association,Patotroph-Saprotroph
3551,Trametes maxima,36.57,Trametes,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Facultative association,Patotroph
3552,Trametes meyenii,35.37,Trametes,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,NA,NA
3553,Trametes polyzona,35.53,Trametes,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,NA,NA
3554,Trametes pubescens,39.75,Trametes,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,NA,NA
3555,Trametes trogii,39.88,Trametes,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,NA,NA
3556,Trametes versicolor,44.79,Trametes,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Facultative association,Patotroph-Saprotroph
3557,Trametes versicolor,44.79,Trametes,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Facultative association,Patotroph-Saprotroph
3558,Trametes villosa,57.99,Trametes,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,NA,NA
3559,Trametopsis cervina,29.82,Trametopsis,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,NA,NA
3560,Tranzschelia discolor,302.6,Tranzschelia,Basidiomycota,Pucciniomycetes,Pucciniales,Uropyxidaceae,Obligate association,Pathotroph
3561,Trematosphaeria pertusa,47.75,Trematosphaeria,Ascomycota,Dothideomycetes,Pleosporales,Trematosphaeriaceae,NA,NA
3562,Tremella encephala,19.79,Tremella,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,NA,NA
3563,Tremella fuciformis,21.82,Tremella,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,NA,NA
3564,Tremella mesenterica,28.12,Tremella,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,NA,Pathotroph
3565,Triangularia anserina,35.1,Triangularia,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA
3566,Triangularia backusii,40.19,Triangularia,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA
3567,Triangularia comata,34.47,Triangularia,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA
3568,Triangularia pauciseta,34.46,Triangularia,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA
3569,Triblidium elatinum,36.12,Triblidium,Ascomycota,Not assigned,Triblidiales,Triblidiaceae,NA,NA
3570,Trichaptum abietinum,40.61,Trichaptum,Basidiomycota,Agaricomycetes,Hymenochaetales,Not assigned,AFree living,Saprotroph
3571,Tricharina praecox,38.36,Tricharina,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA
3572,Trichocladium antarcticum,40.66,Trichocladium,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA
3573,Trichocladium griseum,28.75,Trichocladium,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA
3574,Trichocladium uniseriatum,31.67,Trichocladium,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA
3575,Trichocoma paradoxa,90.75,Trichocoma,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
3576,Trichodelitschia bisporula,25.79,Trichodelitschia,Ascomycota,Dothideomycetes,Phaeotrichales,Phaeotrichaceae,NA,NA
3577,Trichoderma afroharzianum,38.39,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA
3578,Trichoderma arundinaceum,36.87,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA
3579,Trichoderma asperelloides,35.39,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,B_Opportunistic association,Pathotroph
3580,Trichoderma asperellum,38.55,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA
3581,Trichoderma atrobrunneum,39.15,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA
3582,Trichoderma atrobrunneum,39.15,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA
3583,Trichoderma atroviride,36.78,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Facultative association,Symbiotroph
3584,Trichoderma atroviride,36.78,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Facultative association,Symbiotroph
3585,Trichoderma atroviride,36.78,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Facultative association,Symbiotroph
3586,Trichoderma atroviride,36.78,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Facultative association,Symbiotroph
3587,Trichoderma brevicompactum,37.04,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA
3588,Trichoderma brevicompactum,37.04,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA
3589,Trichoderma brevicrassum,38.19,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA
3590,Trichoderma citrinoviride,33.22,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA
3591,Trichoderma citrinum,77.33,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA
3592,Trichoderma erinaceum,35.98,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA
3593,Trichoderma gamsii,38.08,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Facultative association,Symbiotroph
3594,Trichoderma guizhouense,38.33,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA
3595,Trichoderma hamatum,38.43,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Facultative association,Saprotroph-Symbiotroph
3596,Trichoderma hamatum,38.43,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Facultative association,Saprotroph-Symbiotroph
3597,Trichoderma harzianum,40.68,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Fungi-Plant,Pathotroph
3598,Trichoderma koningii,32.32,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Plant,Pathotroph-Symbiotroph
3599,Trichoderma koningiopsis,36.58,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA
3600,Trichoderma koningiopsis,36.58,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA
3601,Trichoderma lixii,40.9,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA
3602,Trichoderma lixii,40.9,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA
3603,Trichoderma longibrachiatum,34.97,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Plant,Pathotroph-Symbiotroph
3604,Trichoderma longibrachiatum,34.97,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Plant,Pathotroph-Symbiotroph
3605,Trichoderma oligosporum,33.59,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA
3606,Trichoderma oligosporum,33.59,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA
3607,Trichoderma parareesei,32.07,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA
3608,Trichoderma parareesei,32.07,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA
3609,Trichoderma parceramosum,36.78,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA
3610,Trichoderma pleuroti,38.14,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA
3611,Trichoderma pseudokoningii,31.74,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Facultative association,Symbiotroph
3612,Trichoderma pulvinatum,24.51,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA
3613,Trichoderma reesei,33.7,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA
3614,Trichoderma virens,39.135,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Facultative association,Symbiotroph
3615,Trichoderma viride,36.99,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Facultative association,Pathotroph
3616,Trichoderma viride,36.99,Trichoderma,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Facultative association,Pathotroph
3617,Tricholoma bakamatsutake,140.68,Tricholoma,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA
3618,Tricholoma equestre,119.32,Tricholoma,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Obligate association,Symbiotroph
3619,Tricholoma matsutake,162.7,Tricholoma,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA
3620,Tricholoma populinum,137,Tricholoma,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Obligate association,Symbiotroph
3621,Tricholoma saponaceum,55.71,Tricholoma,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Obligate association,Symbiotroph
3622,Tricholoma terreum,84.44,Tricholoma,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Obligate association,Symbiotroph
3623,Tricholomella constricta,44.41,Tricholomella,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,NA,NA
3624,Trichomonascus ciferrii,20.53,Trichomonascus,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,NA,NA
3625,Trichomonascus petasosporus,14.46,Trichomonascus,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,NA,NA
3626,Trichopeziza lizonii,31.73,Trichopeziza,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,NA,NA
3627,Trichophaea gregaria,173.09,Trichophaea,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA
3628,Trichophaea hemisphaerioides,37.13,Trichophaea,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA
3629,Trichophaea hybrida,144.18,Trichophaea,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA
3630,Trichophyton ajelloi,23.56,Trichophyton,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,NA,NA
3631,Trichophyton ajelloi,23.56,Trichophyton,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,NA,NA
3632,Trichophyton ajelloi,23.56,Trichophyton,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,NA,NA
3633,Trichophyton ajelloi,23.56,Trichophyton,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,NA,NA
3634,Trichophyton benhamiae,22.22,Trichophyton,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,NA,NA
3635,Trichophyton equinum,24.16,Trichophyton,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,NA,NA
3636,Trichophyton kuryangei,22.97,Trichophyton,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,NA,NA
3637,Trichophyton mentagrophytes,22.79,Trichophyton,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,B_Opportunistic association,Pathotroph
3638,Trichophyton mentagrophytes,22.79,Trichophyton,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,B_Opportunistic association,Pathotroph
3639,Trichophyton mentagrophytes,22.79,Trichophyton,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,B_Opportunistic association,Pathotroph
3640,Trichophyton rubrum,23.3,Trichophyton,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,B_Opportunistic association,Pathotroph
3641,Trichophyton rubrum,23.3,Trichophyton,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,B_Opportunistic association,Pathotroph
3642,Trichophyton simii,23.43,Trichophyton,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,B_Opportunistic association,Pathotroph
3643,Trichophyton soudanense,22.85,Trichophyton,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,NA,NA
3644,Trichophyton soudanense,22.85,Trichophyton,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,NA,NA
3645,Trichophyton tonsurans,22.99,Trichophyton,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,B_Opportunistic association,Pathotroph
3646,Trichophyton verrucosum,22.54,Trichophyton,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,NA,NA
3647,Trichophyton violaceum,23.37,Trichophyton,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,B_Opportunistic association,Pathotroph
3648,Trichosporon asahii,24.63,Trichosporon,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,NA,NA
3649,Trichosporon coremiiforme,42.35,Trichosporon,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,NA,NA
3650,Trichosporon faecale,24.65,Trichosporon,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,NA,NA
3651,Trichosporon inkin,19.78,Trichosporon,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,NA,NA
3652,Trichosporon ovoides,40.93,Trichosporon,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,NA,NA
3653,Trichothecium ovalisporum,32.13,Trichothecium,Ascomycota,Sordariomycetes,Hypocreales,Not assigned,NA,NA
3654,Trichothecium roseum,32.59,Trichothecium,Ascomycota,Sordariomycetes,Hypocreales,Not assigned,Facultative association,Pathotroph
3655,Trichothecium sympodiale,34.13,Trichothecium,Ascomycota,Sordariomycetes,Hypocreales,Not assigned,NA,NA
3656,Trigonopsis vinaria,11.35,Trigonopsis,Ascomycota,Saccharomycetes,Saccharomycetales,Trigonopsidaceae,NA,NA
3657,Trinosporium guianense,24.23,Trinosporium,Ascomycota,Dothideomycetes,Pleosporales,Not assigned,NA,NA
3658,Truncatella angustata,47.1,Truncatella,Ascomycota,Sordariomycetes,Amphisphaeriales,Bartaliniaceae,NA,NA
3659,Tryblidiopsis pinastri,107.54,Tryblidiopsis,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Plant,Patotroph-Saprotroph
3660,Trypethelium eluteriae,32.16,Trypethelium,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,NA,NA
3661,Tubaria furfuracea,152.55,Tubaria,Basidiomycota,Agaricomycetes,Agaricales,Tubariaceae,AFree living,Saprotroph
3662,Tuber aestivum,144.36,Tuber,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,NA,NA
3663,Tuber borchii,81.39,Tuber,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,NA,NA
3664,Tuber brumale,171.44,Tuber,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,NA,NA
3665,Tuber calosporum,171.99,Tuber,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,NA,NA
3666,Tuber canaliculatum,100.205,Tuber,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,NA,NA
